course_prefix,course_number,course_title,course_desc,num_units,dept_name,inst_ipeds,metadata
PHPS,604,Adv Psychopharmacology I,"This course serves as the first of two capstone courses that will provide an in-depth coverage of psychopharmacology associated with the treatment of mental disorders. Students will present patient cases in weekly seminars that are based on patients seen in clinical settings from the Psychopharmacology Practicum course taught concurrently. This course will require students to demonstrate competence in medication therapy management specific to psychopathology. In addition, recent literature will be discussed that covers synergistic interactions between psychotherapy and pharmacotherapy and will examine the single practitioner vs. the split-treatment model.",2,Pharmaceutical Science,141565,corequisites: PHPS  607 or PHPS  609; prerequisites: Acceptance into the MSCP or Clinical Psychopharmacology Certificate programs
PHPS,605,Adv Psychopharmacology II,"Students will present patient cases in weekly seminars that are based on patients seen in clinical settings from the Psychopharmacology Practicum courses taught concurrently. This course will require students to demonstrate competence in medication therapy management specific to psychopathology. In addition, current and future pharmacotherapy of CNS disorders will be discussed: including methodology, standards and conduct of research of psychoactive substances. Drugs classes to be covered include: antipsychotics, antidepressants, mood stabilizers, anti-anxiety agents, sedative/hypnotic agents, narcotic analgesics, drugs used to treat the cognitive and behavioral effects of Alzheimer's disease, and drugs used to treat ADHD.",2,Pharmaceutical Science,141565,corequisites: PHPS  607 or PHPS  609; prerequisites: Acceptance into the MSCP or Clinical Psychopharmacology Certificate programs
PHPS,606,Human Physiology,"This course is designed to provide an in-depth overview of topics in human physiology that provide a basis for understanding of pharmacology.  The course will begin with a review of basic physiological topics including the autonomic nervous, central nervous, and the cardiovascular systems.  Following this will be an introduction to the discipline of pathology with an emphasis on diseases of the nervous system.  This course will be composed of recorded lectures, live workshops, and synchronous video chat sessions.  There is also a requirement of a research paper on a topic of physiology chosen by the student with approval of the Course Coordinator.",3,Pharmaceutical Science,141565,course_name: PHPS 606 - Human Physiology; prerequisites: Acceptance into the program
PHPS,608,Law and Pharmacotherapy,"This course will focus on the pathophysiology, pharmacology, toxicology and therapeutics of infections and respiratory processes. Students will learn the issues that relate to ethics, standards of care, laws and regulations relevant to the practice of psychology involving psychopharmacology.",2,Pharmaceutical Science,141565,course_code: PHPS 608; course_name: Law and Pharmacotherapy
PHPS,609,Clinical Psychoparm Practicum,Preceptor is a practitioner with demonstrated experience in clinical psychopharmacology in accordance with the prevailing jurisdictional law. Advanced Psychopharmacology I and II courses taught concurrently.,1,Pharmaceutical Science,141565,corequisites: PHPS  604 and 605; prerequisites: Enrollment in the Program
PHPS,701,Apoptosis &amp; Angiogenesis,"The course will cover mechanisms of apoptosis, or programmed cell death, and angiogenesis, or new vessel growth, and mechanisms of their regulation in different cell types.  Students will learn how unbalanced angiogenic and apoptotic responses contribute to a wide variety of disease conditions, including cancer, neurodegenerative, cardiac, inflammatory and autoimmune diseases.  The course will discuss experimental techniques that are used in the studies of these processes.  Part of the course is devoted to approaches to development of drugs that will modulate apoptotic and angiogenic processes, and discussions of critical signaling molecules in these pathways as potential targets for drug development efforts.",1,Pharmaceutical Science,141565,course_name: Apoptosis & Angiogenesis; course_number: PHPS 701; prerequisites: Approval of Major Professor
PHPS,702,Bio Dev:Prin&amp;Prac in Drug Disc,This course will explore the biological activities of secondary metabolites that are central to the process of drug discovery and development from nature. This course will emphasize the chemically-driven approach that seeks biological activities for purified compounds.,1,Pharmaceutical Science,141565,Course Number: PHPS 702; Course Title: Bio Dev:Prin&Prac in Drug Disc; Prerequisites: Approval of Major Professor
PHPS,703,Cancer Biology,"An introduction to cancer biology covering the processes involved in tumorigenesis (oncogenes, mutagenesis, proliferation, apoptosis, angiogenesis, invasion and metastasis).  There will be discussion of active areas of interest such as cancer stem cells and the role of inflammation in cancer.  Lectures will include descriptions of current therapeutics, describe efforts to design new drugs and recent clinical trials.",2,Pharmaceutical Science,141565,course_name: Cancer Biology; course_number: PHPS 703; prerequisites: Approval of Major Professor
PHPS,704,Com Chem &amp; High Throughput Tec,"This course is designed to teach students the essential elements of combinatorial chemistry and evolving high throughput technologies in drug discovery.  Combinatorial chemistry and high throughput chemistries are dynamic, rapidly evolving fields that have an important role in drug discovery.  Most pharmaceutical companies have now incorporated combinatorial and high throughput platforms into their drug discovery research program.  Combinatorial chemistry is a relatively new approach to the synthesis of compound libraries in a highly efficient and automated fashion.  The topics of this course will include, but not limited to, combinatorial chemistry and parallel synthesis; solid-phase organic synthesis; solution-phase synthesis with solid supported reagents and scavenger resin technology; diversity-oriented synthesis; dynamic combinatorial chemistry; high throughput screening of combinatorial libraries; microwave-assisted organic synthesis; fluorous technology, fragment-based drug discovery; and automation and instrumentation.",2,Pharmaceutical Science,141565,course_number: PHPS 704; course_title: Com Chem & High Throughput Tec; prerequisites: Approval of Major Professor
PHPS,705,Designing Clinical Research,"The course introduces the science and methodological principles of undertaking clinical research.  Emphasis is placed upon clinical trials of complementary and alternative medicine therapies.  Topics include research question/problem/objective, research hypothesis, research processes, types of clinical research design, strengths and weaknesses of each design, measurements, concepts of reliability and validity, sampling designs, recruitment, sample size determinations, chance and bias, threats to the internal and external validity, monitoring safety and efficacy data, statistical tests and data management, ethical and regulatory considerations, translational research and funding agency.  Students will be given the opportunity to identify a researchable idea/ question and design his/her own clinical or translational research project by preparing a written mini-proposal and then its presentation.",3,Pharmaceutical Science,141565,course_name: Designing Clinical Research; course_number: PHPS 705; prerequisites: Approval of Major Professor
PHPS,706,Environmental Toxicology,"This course is designed to introduce students to the field of environmental toxicology. The emphasis will focus more on ecotoxicology, rather than classical toxicology. Topics that will be covered include toxic and radioactive metal, toxicity of solvents and pesticides, halogenated aromatic compounds, environmental endocrine disruptors, and pharmaceuticals and personal care products in the environment. The environmental impact of global warming will also be addressed. Course format will include student lead discussions and presentations, lectures, and general discussion.",2,Pharmaceutical Science,141565,course_name: Environmental Toxicology; course_number: PHPS 706; prerequisites: Approval of Major Professor
PHPS,707,Genetics in Medicine,"This course will provide an exposition of the fundamental principles of human and medical genetics with emphasis on the genes and molecular mechanisms operating in human diseases.  The contributions made by genetic variation to disease susceptibility and treatment outcomes will be discussed.  Clinical cases will be used to demonstrate and reinforce the general principles of disease inheritance, pathogenesis, diagnosis, management, and genetic counseling. Students will learn how understanding genetics can lead to new strategies in drug development and treatment.  A combined laboratory and seminar experience will provide students with hands-on experience and keep students abreast of recent developments in the field by presenting current literature.",2,Pharmaceutical Science,141565,course_name: Genetics in Medicine; course_number: PHPS 707; prerequisites: Approval of Major Professor
PHPS,708,Isolation Meth for Nat Pro Dsc,"This course will examine the theory and practice of the various types of chromatographic and non-chromatographic methods that are commonly used for the isolation of biologically active natural products from plants, microorganisms and marine organisms on scales ranging from microgram to kilograms of pure compound.  Starting with simple extraction methods, the course will progress through liquid-liquid interactions to liquid-solid interactions and then to gas-solid interactions.  Completion of this course will provide the student an understanding of the application of each of the techniques discussed, as well as their relative advantages and disadvantages.",2,Pharmaceutical Science,141565,Course Name: Isolation Meth for Nat Pro Dsc; Course Number: PHPS 708; Prerequisites: Approval of Major Professor
PHPS,709,Inst Meth &amp; Struct Elucidation,This course will introduce many of the pieces of spectroscopic equipment relevant to solving the three dimensional structure of organic molecules.  Hands on use of the equipment to obtain spectroscopic data will be an emphasis of this course.  The other emphasis of this course will be how to interpret the recorded information to enable a viable chemical structure to be proposed. During each session it is anticipated that prepared examples and examples arising from current research will be used to enhance participants' knowledge.,2,Pharmaceutical Science,141565,course_name: Inst Meth & Struct Elucidation; course_number: PHPS 709; prerequisites: Approval of Major Professor
PHPS,710,"Lab Animal Care, Mgt &amp; Med I","This course is part one of a two part lecture series and is designed to introduce students to the care and use of laboratory animals in accordance with the National Research Council and the Institutional Animal Care and Use Committee (IACUC).  Included in this course are alternatives to traditional use of live animal species and the laws, regulations and guidelines important to laboratory animal research.  Emphasis will be placed on the use of rats and mice, rodent anesthesia and analgesia and rodent surgery.",2,Pharmaceutical Science,141565,"course_name: Lab Animal Care, Mgt & Med I; course_number: PHPS 710; prerequisites: Approval of Major Professor"
PHPS,711,"Lab Animal Care, Mgt &amp; Med II","This course is part two of a two part lecture series and is designed to introduce students to the care and use of laboratory animals in accordance with the National Research Council and the Institutional Animal Care and Use Committee (IACUC).  Included in this course is a review of Laboratory Animal Care, Management and Medicine I.  Emphasis will be placed on rabbits, Mongolian gerbils, guinea pigs, Syrian hamsters, dogs and cats, and primates.",2,Pharmaceutical Science,141565,"course_name: Lab Animal Care, Mgt & Med II; course_number: PHPS 711; prerequisites: Approval of Major Professor"
PHPS,712,Medical Cell Biology,This course focuses on the scientific aspects of cell biology important to graduate students with primary focus on eukaryotic cell biology.  The course will provide a basis to general cell biology principles in the context of organ systems and human and animal disease.  Clinical cases will be used to build a framework for the basic concepts of medical cell biology and help reinforce conceptual understanding.,2,Pharmaceutical Science,141565,course_name: Medical Cell Biology; course_number: PHPS 712; prerequisites: Approval of Major Professor
PHPS,713,Organic Medicinal Chemistry I,"Organic Medicinal Chemistry I provides the chemical and structural basis for the interdisciplinary field of therapeutics related to diuretics, autonomic nervous system and cardiovascular systems.  The topics will include the drug discovery and development process of these important medicines, the chemical and structural basis for the pharmacological and therapeutic action drugs, structural classifications, molecular mechanism of actions, structure activity relationship and how the physicochemical properties of drug molecules affect their route of administration stability, and absorption, distribution, metabolism and excretion.  Synthesis of important molecules from each drug class will also be presented.",2,Pharmaceutical Science,141565,course_name: Organic Medicinal Chemistry I; course_number: PHPS 713; prerequisites: Approval of Major Professor
PHPS,714,Organic Medicinal Chemistry II,"Organic Medicinal Chemistry II provides the chemical and structural basis for interdisciplinary field of therapeutics related to diabetes, thyroid/pituitary disorders, hormones/ osteoporosis/adrenal, asthmas/COPD, and infectious diseases.  The topics will include the drug discovery and development process of these important medicines, the chemical and structural basis for the pharmacological and therapeutic action of drugs, structural classifications, molecular mechanism of actions, structure activity relationship, and how physicochemical properties of drug molecules affect their route of administration, stability, and absorption, distribution, metabolism and excretion.  Synthesis of important drug molecules from each drug class will also be presented.",2,Pharmaceutical Science,141565,course_name: Organic Medicinal Chemistry II; course_number: PHPS 714; prerequisites: PHPS 713
PHPS,715,Organic Medicinal Chem III,"Organic Medicinal Chemistry III provides the chemical and structural basis for interdisciplinary field of therapeutics related to antiviral agents, OA/RA/Gout, migraine, CNS agents including Parkinson/Alzheimer/Seizure.  The topics will include the drug discovery development process of these important medicines, the chemical and structural basis for pharmacological and therapeutic action of drugs, structural classifications, molecular mechanisms of actions, structure activity relationship, and how the physicochemical properties of drug molecules affect their route of administration, stability, and absorption, distribution, metabolism and excretion.  Synthesis of important drug molecules from each drug class will also be presented.",2,Pharmaceutical Science,141565,course_name: Organic Medicinal Chem III; course_number: PHPS 715; prerequisites: PHPS 714
PHPS,716,Organic Medicinal Chemistry IV,"Organic Medicinal Chemistry I provides the chemical and structural basis for the interdisciplinary field of therapeutics related to gastro-intestinal/genito-urinary, chemotherapy, pain management, radiopharmaceuticals.  The topics will include the drug discovery and development process of these important medicines, the chemical and structural basis for the pharmacological and therapeutic action of drugs, structural classifications, molecular mechanism of action structure activity relationship, and how the physicochemical properties of drug molecules affect their route of administration, stability, and absorption, distribution, metabolism and excretion.  Synthesis of important drug molecules from each drug class will also be presented.",2,Pharmaceutical Science,141565,course_name: Organic Medicinal Chemistry IV; course_number: PHPS 716; prerequisites: PHPS 715
PHPS,717,Med Chem CNS Drugs &amp; Develop,"The course will focus on modern aspects of the design and development of compounds for the treatment of central nervous system disorders, and in addition on the development of PET (positron emission tomography) and SPECT (single photon emission computed tomography) tracers to monitor functional processes in vivo in the human body.  Important properties and steps for profiling a drug to enhance the access to the brain will be discussed.  The course will start with an overview about CNS targets and pharmacophore models for diverse compound families and will provide synthetic aspects of important drug templates. The production of relevant radionuclides, precursor and radiochemical synthesis, quality control and radiopharmacological aspects (in vitro, ex vivo, in vivo experiments) will be discussed.",2,Pharmaceutical Science,141565,course_number: PHPS 717; course_title: Med Chem CNS Drugs & Develop; prerequisites: Approval of Major Professor
PHPS,719,Mol Biol Tech &amp; Appl-Hlth Care,"This course will provide students with basic and advanced information regarding DNA, RNA, and proteins, and describe current available techniques used in detecting genetic variation.  Potential applications of these techniques to disease screening, drug resistance, and drug discovery and development will be reviewed.  Isolation and purification of DNA samples from different cell types and tissues, DNA concentration techniques, restriction digestion and analysis, ligation of DNA to create recombinant molecules and designer genes will be discussed.  Students will be provided with access to reference texts and selected online peer-reviewed articles in .pdf format by the instructor.  The instructor will conduct lectures for sessions 1 and 15 and provide background materials.  Each student will select a topic from the remaining sessions (2-14) and will lead the discussion for that selected topic on the assigned day.  Students may work in pairs (or more if necessary), depending on student enrollment. Students will learn to retrieve information from a variety of sources, comprehend and critically evaluate it, and subsequently lead a discussion on the selected topic. There will be no laboratory component.",2,Pharmaceutical Science,141565,course_name: Mol Biol Tech & Appl-Hlth Care; course_number: PHPS 719; prerequisites: Approval of Major Professor
PHPS,720,Nat Prod &amp; Cancer Chemoprevent,"The course will concentrate on the molecular aspects of chemoprevention as a viable strategy in the fight against cancer.  The treatment of many diseases is dependent on natural products.  Over half of the currently approved anti-cancer and anti-invective drugs are of natural origin. Active leads from different structural classes such as alkaloids, flavonoids, coumarins, and phenazines will be described.  Since carcinogenesis is a multistage process, different approaches to monitor inhibition of cancer initiation, promotion and progression will be characterized.  The course will provide the student with an understanding of detailed aspects of research processes leading to the discovery of promising natural as well as synthetic and semi-synthetic chemopreventive compounds. Special attention will be given to ensure students are aware that the science of chemoprevention research is well established and offers great research opportunities.",2,Pharmaceutical Science,141565,course_code: PHPS 720; course_title: Nat Prod & Cancer Chemoprevent; prerequisites: Approval of Major Professor
PHPS,721,Neuropsychopharmacology,"This course is designed as an intense, doctoral level class that amalgamates the disciplines of neuroscience, animal behavior, neurochemistry, and pharmacology.  The course will cover the major topics of neuropharmacology such as cellular and molecular foundations of neuropsychopharmacology, behavioral pharmacology, receptor biology, major neurotransmitter systems and antidepressants, anxiolytics, antipsychotics, drugs of abuse, and cognitive and movement disorders.  Further, this course will integrate some of the principle topics in behavioral neuroscience, including aggression, fear, stress, memory, internal state, and evolution of sex and mating systems, communication, feeding behavior, anti-predator behavior, and the evolution of behavior.  Course format will consist of lectures and exams, student presentations, and require a capstone research review paper.",2,Pharmaceutical Science,141565,course_name: Neuropsychopharmacology; course_number: PHPS 721; level: doctoral; prerequisites: Approval of Major Professor
PHPS,722,Pharmaceutical Marketing,"This course has two major areas of emphasis in pharmaceutical marketing.  The first part of the course will introduce the basic theory of pharmaceutical marketing and creative thinking behind product development.  Students will learn the basic principles of consumer behavior and evaluation, environmental framework, social, and various other marketing theories to provide an understanding of how these concepts can influence product development in laboratories or drug industries.  This section will also integrate these principles and concepts to understand issues related to the distribution and design of an innovative drug product development.  The second part of the course is intended to use the principles and concepts learned in the first part to effectively develop a market plan for an innovative product.",2,Pharmaceutical Science,141565,course_name: Pharmaceutical Marketing; course_number: PHPS 722; prerequisites: Approval of Major Professor
PHPS,723,Pharmacognosy,"Pharmacognosy is a highly interdisciplinary field which is one of five major areas of pharmaceutical education. Its scope includes the study of the physical, chemical, biochemical and biological properties of drugs, drug substances, or potential drugs or drug substances of natural origin as well as the search for new drugs from natural sources.  This course will focus on chemical aspects of Pharmacognosy.  Natural products are normally classified according to their biosynthetic origins and chemical properties.  Thus, the objective of the course is to familiarize students with an introduction to and classification of natural products (terpenoids, alkaloids, phenylpropanoids and allied phenolic compounds).  The basic metabolic pathways and the origin of secondary metabolites such as the shikimic acid pathways, the acetate-malonate pathway, the mevalonate pathways will be discussed.  A special emphasis will be placed on how chemical structure affects physiological function of various natural products.",2,Pharmaceutical Science,141565,course_name: Pharmacognosy; course_number: PHPS 723; prerequisites: Approval of Major Professor
PHPS,724,Pharmacology I,"In this course, students will learn pharmacology of specific drug groups.  The course uses organ system approach.  This course will begin with a discussion of diuretics followed by autonomic nervous system pharmacology and conclude with a discussion of drug groups used for the treatment of cardiovascular disorders.  In the autonomic pharmacology unit, students will learn about adrenergic and cholinergic drugs that possess agonist and/or antagonist activities at different types and subtypes of receptors that are present in autonomic nervous system and other tissues in the body.  Cardiovascular pharmacology will include drug groups that are used in the management of hypertension, hyperlipidemia, heart failure, disorders of coagulation, cardiac arrhythmias and ischemic heart disease.",3,Pharmaceutical Science,141565,course_name: Pharmacology I; course_number: PHPS 724; credits: 3; lecture_hours: 45; prerequisites: Approval of Major Professor
PHPS,725,Pharmacology II,"In this course, students will learn pharmacology of specific drug groups.  The course uses organ system approach.  This course will begin with a discussion of endocrine disorders pharmacology followed by pharmacology of asthma and chronic obstructive pulmonary disease (COPD), and conclude with a discussion of drug groups used for the treatment of infectious diseases.  In the endocrine pharmacology unit, students will learn about drug groups that are used in the treatment of diabetes, thyroid and pituitary disorders, osteoporosis, as well as corticosteroid drugs.  Respiratory pharmacology unit will include pathophysiology and pharmacology of drug groups that are used in the treatment of asthma and COPD. Infectious disease pharmacology unit will include discussions of antibacterial, antifungal, antiviral, antiprotozoal and antihelmintic drugs.",3,Pharmaceutical Science,141565,course_name: Pharmacology II; course_number: PHPS 725; course_type: lecture; credits: 3; hours: 45; prerequisites: Approval of Major Professor
PHPS,726,Pharmacology III,"This graduate-level course introduces the student to the basis of disease and pharmacology of drugs used to treat viral infections, osteoarthritis, rheumatoid arthritis, gout, and CNS disorders.  Course material covers principles of drug action including drug-receptor interactions and mechanism of action, adverse effects, absorption, distribution, metabolism, elimination and pharmacogenomics.  The focus of CNS lectures include therapeutics used to treat migraine, schizophrenia, depression, bipolar disorder, attention deficit hyperactivity disorder, sleep disorders, anesthesia, and neurodegenerative diseases.  Students will be assigned a scientific article to read in advance of “Special Topics” lectures.  For five of these assignments, the student will also be required to write a one-page summary of the article and its main findings.",3,Pharmaceutical Science,141565,course_name: Pharmacology III; course_number: PHPS 726; level: graduate; prerequisite: PHPS 725
PHPS,727,Pharmacology IV,"This graduate-level course introduces the student to the basis of disease and pharmacology of drugs used to treat gastrointestinal and genitourinary disorders, fertility and contraception, as well as cancer and pain management. Course material covers principles of drug action including drug-receptor interactions and mechanism of action, adverse effects, absorption, distribution, metabolism, elimination and pharmacogenomics.  Students will be assigned a scientific article to read in advance of “Special Topics” lectures.  For five of these assignments, the student will also be required to write a one-page summary of the article and its main findings.",3,Pharmaceutical Science,141565,Course: PHPS 727; Course Title: Pharmacology IV; Level: graduate-level; Prerequisite: PHPS 726
PHPS,728,Phytochem - Terrestrial Plants,"This course will survey the chemical structures, spectroscopic properties, biosynthesis/biogenesis and biological activities of a wide range of major and minor chemical classes occurring in terrestrial plants.  These compound classes will include alkaloids, terpenoids, steroids, coumarins, flavonoids, tannins and other polyphenols, pyrones, quinones, phenylpropanoids, lignins, depsides, depsidones, fats, waxes and lipids among others. Completion of this course will provide the student with a basic familiarity with the kinds of chemical structures found in plants enabling her/him to embark on a career in phytochemical research.",2,Pharmaceutical Science,141565,course_name: Phytochem - Terrestrial Plants; course_number: PHPS 728; prerequisites: Approval of Major Professor
PHPS,729,Receptor Theory &amp; Signal Trans,"This course is designed to provide the student with knowledge of the historical and practical aspects of receptor theory as it applies to drug action, and to introduce how drug actions are mediated through signal transduction cascades, based on specific examples. Lecture topics include:  models for receptor-drug interactions; methods for receptor identification; structure-function analysis of GTP-binding proteins and ligand-operated ion channels; receptor tyrosine kinases; nuclear receptors; and receptor-induced signal transduction cascades.  Laboratory component of the course is designed to complement lecture topics.",2,Pharmaceutical Science,141565,course_name: Receptor Theory & Signal Trans; course_number: PHPS 729; prerequisites: Approval of Major Professor
PHPS,730,"Sample Coll, Documnt &amp; Presrv","Participants in this course will learn strategies for sample collection from both the terrestrial and marine environments and for both macro- and micro-organisms.  The course will cover permit application, sample collection, and the various ways in which different sample types are preserved for long term storage and how taxonomic voucher specimens are prepared.",1,Pharmaceutical Science,141565,"course_name: Sample Coll, Documnt & Presrv; course_number: PHPS 730; prerequisites: Approval of Major Professor"
PHPS,731,Toxicants and Toxicity,"This course will provide a general foundation in the understanding of basic toxicological principles.  The mechanisms of toxicity and contemporary treatment plans for the most common chemical, environmental and pharmaceutical agents will be presented.  Additionally, this course will provide an in-depth review of the neuropharmacology of substances of abuse including stimulants, depressants, hallucinogens and anabolic steroids.  Other types of addiction will be discussed. Special emphasis will be given to basic pharmacokinetic and pharmacodynamic mechanisms as they relate to the effects of the individual substances of abuse.  Current theories of addiction and tolerance development will be discussed.",3,Pharmaceutical Science,141565,course_name: Toxicants and Toxicity; course_number: PHPS 731; prerequisites: Approval of Major Professor
PHPS,732,Tox Plant Nat Prod-Therap Pot,"This course will draw on the basic principles of organic chemistry and biology to provide an understanding of the biosynthesis of toxic natural products in plants, their bioassay-directed fractionation and isolation, structural identification, and mode of action in mammalian systems. Toxins discussed will be those responsible for hepatotoxicity, teratogenicity, cardiotoxicity, lysosomal storage diseases, and reproductive defects.  Students will integrate these principles to understand the importance of dose in discriminating between toxicity and therapeutic action, as well as the role of natural products as lead compounds in drug development.  The major classes of toxic compounds occurring in plants will be discussed, with particular reference to those occurring in Hawaiʻi. Discussions of proper experimental design, plant sampling and identification, and structural classification will carry over into the laboratory portion of the class.  Students will become familiar with procedures for plant collection, extraction and isolation of pure compounds, and structural identification.",2,Pharmaceutical Science,141565,course_name: Tox Plant Nat Prod-Therap Pot; course_number: PHPS 732; prerequisites: Approval of Major Professor
PHPS,733,Aerosol Physics in Medicine,The course is structured in two equal halves. Part 1 focuses on fundamentals concerned with aerosol behavior and assessment of orally and nasally inhaled products (OINDP). Part 2 applies the knowledge gained in the first part to develop an understanding of the current regulatory science and newer methods of assessment to provide more meaningful data to prescribing clinicians and the patients themselves.,1,Pharmaceutical Science,141565,course_name: Aerosol Physics in Medicine; course_number: PHPS 733
PHPS,736,Pharmaceutical Immunology,"Basic concepts of immunology including innate immunity, antigen recognition, lymphocyte development and adaptive immunity will lay the groundwork for understanding immunity in a clinical context.",3,Pharmaceutical Science,141565,Course Number: PHPS 736; Course Title: Pharmaceutical Immunology; Prerequisites: Enrollment in DKICP PhD Program
PHPS,737,Cell Physiol in Drug Discovery,The course is geared towards gaining an in-depth understanding of applications and approach using state-of-the-art biotechnology for drug discovery.,2,Pharmaceutical Science,141565,Prerequisites: Enrollment in DKICP PhD Program
PHPS,738,Microbial &amp; Marine Nat Probs,"This course will focus on the chemical aspects (including sample collection, isolation, structure determination, biosynthesis, synthesis, medical application and mechanism of actions etc.) of natural products from marine, microorganisms, and other sources.",2,Pharmaceutical Science,141565,course_name: Microbial & Marine Nat Probs; course_number: PHPS 738; prerequisites: Enrollment in DKICP PhD Program
PHPS,749,Overview of Pharm Sciences I,"Drug discovery, basic principles of drug design, development and action to provide an introduction to the pharmaceutical sciences. Among topics are an introduction to medicinal chemistry, drug targets and interactions, and the architecture of drugs.",2,Pharmaceutical Science,141565,course_name: Overview of Pharm Sciences I; course_number: PHPS 749; prerequisites: Enrollment in DKICP PhD program
PHPS,750,Overview of Pharm Sciences II,"Drug design, development and action to provide an introduction to the pharmaceutical sciences. Among the topics are ADMC, structural changes during metabolism (chemistry), chemical mutagenesis, carcinogenesis, and teratogenesis, drug-drug interactions, drug allergy, drug resistance, tolerance and dependence, pharmacogenomics, and drug discovery.",2,Pharmaceutical Science,141565,course_name: Overview of Pharm Sciences II; course_number: PHPS 750; prerequisites: Enrollment in DKICP PhD program
PHPS,751,Biochemistry I - Biomolecules,"Basic foundation for medicinal biochemistry, pharmacology, including the structure and function of amino acids, proteins, nucleic acids, and lipids. Biological processes including signal transduction, DNA, RNA, and protein synthesis for an understanding of disease states and drug action.",3,Pharmaceutical Science,141565,course_name: Biochemistry I - Biomolecules; course_number: PHPS 751; prerequisites: Enrollment in DKICP PhD Program
PHPS,752,Biochemistry II - Metabolism,"Metabolism and the interrelationships.integration of metabolic processes, including glycolysis, the tricarboxylic acid cycle, gluconeogenesis, and the synthesis and breakdown of biomolecules. Metabolic control and regulation of pathways will be emphasized. Clinical correlations and metabolic diseases will be examined.",3,Pharmaceutical Science,141565,course_name: Biochemistry II - Metabolism; course_number: PHPS 752; prerequisites: Enrollment in DKICP PhD program
PHPS,755,Advanced Pharmaceutics I,"This course will draw on the basic principles of chemistry, biology and physics to provide an understanding of how drug physico-chemical properties at the molecular and macroscopic assembly level are manifest in dosage form properties and performance.  Students will integrate these principles to understand issues in the rational selection of dosage forms and drug delivery systems as well as their role in drug product development.  Discussions of Good Manufacturing Practices and Good Compounding Practices will carry over into the lab portion of the class.  Students will become comfortable with equipment; procedures and records used in the compounding of various dosage forms, and will practice clinical dispensing skills vital to shaping a truly professional pharmacist.",3,Pharmaceutical Science,141565,course_name: Advanced Pharmaceutics I; course_number: PHPS 755; prerequisites: Approval of Major Professor
PHPS,756,Advanced Pharmaceutics II,"This course will draw on the basic principles and developmental aspects of drug formulation to deliver the active pharmaceutical ingredient through biological membranes to exert the therapeutic effect at site of action. Understanding of physicochemical properties of active pharmaceutical ingredient and additives or excipients, pharmacological properties and processability of drug delivery systems can be utilized for optimal performance of the drug delivery systems.  Understanding of active pharmaceutical ingredient and additive or excipients physico-chemical properties at the molecular and macroscopic assembly level are manifest in dosage form properties and performance.  Students will integrate these principles to understand issues in the rational choice of dosage forms and drug delivery systems as well as their role in drug product development.  Discussions of Good Manufacturing Practices and Good Compounding Practices will carry over into the lab portion of the class.  Students will become familiar with procedures and records used in the compounding of various dosage forms, and will practice clinical dispensing skills vital to shaping a truly professional pharmacy professional scientist.",3,Pharmaceutical Science,141565,course_name: Advanced Pharmaceutics II; course_number: PHPS 756; prerequisites: Enrollment in the College of Pharmacy Pharmaceutical Sciences PhD program
PHPS,780,Research Seminar,The transfer of information in the pharmaceutical sciences is often achieved through the presentation of seminars. Students will prepare and present the annual research seminar required for partial fulfillment of the PhD degree.,1,Pharmaceutical Science,141565,Prerequisites: Enrollment in the College of Pharmacy PhD program; Repeatability: Course may be repeated for credit
PHPS,800,Resrch Dissertation-Phrm Sci,"This course outlines the conduct of the dissertation project and preparation of the actual dissertation document for the Doctoral level student.  The dissertation is a major undertaking that is a demonstration of mastery of a field of research in the Pharmaceutical Sciences and should represent an original and significant contribution to the field.  The dissertation document will usually be no less that 150 pages in length and be based on a research project defined by the candidate's Primary Advisor.  The project may take a variety of forms, for example, be quantitative, qualitative, or theoretical, the main criteria being that at the completion of the research the candidate can demonstrate mastery of and excellence in their chosen area of research.",1–15,Pharmaceutical Science,141565,"course_number: PHPS 800; course_title: Resrch Dissertation-Phrm Sci; prerequisites: Successful completion of the first, qualifying year of the PhD program progressing to Candidacy, and selection of a Primary Advisor, a Dissertation research topic and a Dissertation Committee."
PHYS,110,Physics of Contemporary Issues,"Contemporary issues of political interest such as nuclear warfare and waste, the greenhouse effect and alternative energies will be studied at a physics level appropriate for any college student. A course objective is to develop scientific reasoning.",3,Physics,141565,"attributes: ALEX, GCC; prerequisites: none"
PHYS,111,Intro to Space Exploration,"Survey of applied science, social, cultural and engineering topics in space science, focusing on exploration. Past, present and future aspects of space exploration. Relationship to Hawaiian views of cosmology and Hawaiian traditions such as Wayfaring and relationship to the land.",3,Physics,141565,course_name: Intro to Space Exploration; course_number: PHYS 111; cross_listed: ASTR 111
PHYS,115,Phys for Liberal Arts,Designed for non-science majors. Basic physical concepts through student's active participation and practical experience in a manner that is simple and intuitive.,3,Physics,141565,course_name: Phys for Liberal Arts; course_number: PHYS 115
PHYS,120,Weather &amp; Climate Hawaiʻi,"Basic meteorology, sun-earth-ocean-atmosphere interrelationships, weather types, seasonal changes, trade winds, clouds, rainfall, with examples drawn from the local weather and climate.",3,Physics,141565,"attributes: ['ALEX', 'DP', 'GAHP', 'GCC', 'HPP']; course_name: Weather & Climate Hawaiʻi; course_number: PHYS 120; equivalent_course: GEOG 120; target_audience: For non-science majors and prospective science teachers"
PHYS,150,World Models,"This course examines computer and mathematical models of the world that take into account how its subsystems (environment, resources, politics, finance) affect each other.",3,Physics,141565,Course: PHYS 150; Course Title: World Models
